title,authors,average_rating,isbn,# num_pages,library_url
King Rat (Asian Saga  #4),James Clavell,4.13,0385333765,368,https://openlibrary.org/books/OL18819524M/James_Clavell's_King_Rat.
Rat Bastards: The Life and Times of South Boston's Most Honorable Irish Mobster,"John ""Red"" Shea-Mark Wahlberg",3.51,0060837160,304,https://openlibrary.org/books/OL7282751M/Rat_Bastards
Julius Knipl  Real Estate Photographer: The Beauty Supply District,Ben Katchor,4.34,0375700986,120,https://openlibrary.org/books/OL22042862M/Julius_Knipl_real_estate_photographer
Blind Willow  Sleeping Woman: 24 Stories,Haruki Murakami-Ellen Archer-Patrick Lawlor,3.84,1400102952,0,https://openlibrary.org/books/OL8364906M/Blind_Willow_Sleeping_Woman
Blind Willow  Sleeping Woman,Haruki Murakami-Philip Gabriel-Jay Rubin,3.84,1400044618,333,https://openlibrary.org/books/OL3422777M/Blind_window_sleeping_woman
The Crying of Lot 49,Thomas Pynchon,3.7,055313888X,138,https://openlibrary.org/books/OL7818422M/Crying_of_Lot_49
The Bookseller of Kabul,Åsne Seierstad-Ingrid Christopherson,3.77,0316159417,288,https://openlibrary.org/books/OL23018898M/The_bookseller_of_Kabul
Reading Lolita In Tehran - A Memoir In Books,Azar Nafisi,3.6,0965470806,347,https://openlibrary.org/books/OL8529960M/Reading_Lolita_in_Tehran
Jasmine and Stars: Reading More Than Lolita in Tehran,Fatemeh Keshavarz,3.63,0807831093,174,https://openlibrary.org/books/OL9579496M/Jasmine_and_Stars
Making Globalization Work,Joseph E. Stiglitz,3.85,0393061221,384,https://openlibrary.org/books/OL7452103M/Making_Globalization_Work
Prep,Curtis Sittenfeld,3.38,081297235X,420,https://openlibrary.org/books/OL24767011M/Prep
Tan fuerte  tan cerca,Jonathan Safran Foer,3.98,8426415164,457,https://openlibrary.org/books/OL13226063M/Tan_Fuerte_Tan_Cerca
The Ground Beneath Her Feet,Salman Rushdie,3.78,0312254997,576,https://openlibrary.org/books/OL59634M/The_ground_beneath_her_feet
The Moor's Last Sigh,Salman Rushdie,3.92,009959241X,434,https://openlibrary.org/books/OL22053954M/The_Moor's_last_sigh
Los Versos Satánicos,Salman Rushdie,3.71,8497598369,679,https://openlibrary.org/books/OL9154499M/Los_Versos_Satanicos
East  West,Salman Rushdie,3.56,0099533014,224,https://openlibrary.org/books/OL7319356M/East_West
Dangling Man,Saul Bellow-Salman Rushdie,3.53,0140189351,191,https://openlibrary.org/books/OL7349918M/Dangling_Man_(Penguin_Classics)
Grimus,Salman Rushdie,3.4,0812969995,320,https://openlibrary.org/books/OL3690114M/Grimus
Breakfast at Tiffany's,Truman Capote,3.89,0140274111,157,https://openlibrary.org/books/OL7351911M/Breakfast_at_Tiffany's
Jesus' Son,Denis Johnson,4.13,041377242X,192,https://openlibrary.org/books/OL7480517M/Jesus'_Son
Angels,Denis Johnson,3.85,0099440830,209,https://openlibrary.org/books/OL7318021M/Angels
The Throne of the Third Heaven of the Nations Millennium General Assembly: Poems Collected and New,Denis Johnson,4.16,0060926961,240,https://openlibrary.org/books/OL7284791M/The_Throne_of_the_Third_Heaven_of_the_Nations_Millennium_General_Assembly
Resuscitation of a Hanged Man,Denis Johnson,3.69,0413772322,272,https://openlibrary.org/books/OL7480514M/Resuscitation_of_a_Hanged_Man
The Stars at Noon,Denis Johnson,3.59,0060976101,192,https://openlibrary.org/books/OL1271903M/The_stars_at_noon
The Name of the World,Denis Johnson,3.51,0413771601,129,no response found
The Rules of Attraction,Bret Easton Ellis,3.7,067978148X,283,https://openlibrary.org/books/OL345914M/The_rules_of_attraction
Glamorama,Bret Easton Ellis,3.47,0375703845,546,https://openlibrary.org/books/OL7426262M/Glamorama_(Vintage_Contemporaries)
The Informers,Bret Easton Ellis,3.38,0330339184,240,https://openlibrary.org/books/OL22376691M/The_informers
Less Than Zero,Bret Easton Ellis,3.58,0679781498,208,https://openlibrary.org/books/OL24228296M/Less_than_Zero
Die Informanten,Bret Easton Ellis,3.38,3462030531,257,https://openlibrary.org/books/OL9042518M/Die_Informanten.
A Christmas Memory,Truman Capote,4.24,0375837892,48,https://openlibrary.org/books/OL7429404M/A_Christmas_Memory
In Cold Blood,Truman Capote-Bob Colacello,4.07,0375507906,343,https://openlibrary.org/books/OL3584694M/In_cold_blood
The Southern Haunting of Truman Capote,James C.    Simmons-Marie Rudisill,3.96,1581821360,135,https://openlibrary.org/books/OL6787009M/The_southern_haunting_of_Truman_Capote
Summer Crossing,Truman Capote,3.44,0812975936,142,https://openlibrary.org/books/OL8021166M/Summer_Crossing
Answered Prayers,Truman Capote,3.48,0141185937,192,https://openlibrary.org/books/OL7359124M/Answered_Prayers_(Penguin_Modern_Classics)
The Grass Harp  Including A Tree of Night and Other Stories,Truman Capote,4.01,0679745572,272,https://openlibrary.org/books/OL1410871M/The_grass_harp
From Babylon to Timbuktu: A History of the Ancient Black Races Including the Black Hebrews,Rudolph R. Windsor-El Hagahn,4.31,0962088110,151,https://openlibrary.org/books/OL1941240M/From_Babylon_to_Timbuktu
Cruelest Journey: Six Hundred Miles To Timbuktu,Kira Salak,3.95,0792274571,320,https://openlibrary.org/books/OL23036852M/The_cruelest_journey
Between Time and Timbuktu or Prometheus-5,Kurt Vonnegut,3.45,0385280793,304,https://openlibrary.org/books/OL7438546M/Time_Timbuktu
Murder in Amsterdam: The Death of Theo van Gogh and the Limits of Tolerance,Ian Buruma,3.72,1594201080,288,https://openlibrary.org/books/OL8875955M/Murder_in_Amsterdam
Atonement,Ian McEwan,3.89,0965404560,351,no response found
Atonement,Ian McEwan,3.89,0385503954,351,https://openlibrary.org/books/OL3950968M/Atonement
The Cement Garden,Ian McEwan,3.56,0099468387,144,https://openlibrary.org/books/OL7318660M/The_Cement_Garden_(Vintage_Blue)
The Daydreamer,Ian McEwan-Anthony Browne,3.7,0099470713,192,https://openlibrary.org/books/OL22152119M/The_daydreamer
Atonement,Ian McEwan,3.89,0099429799,372,https://openlibrary.org/books/OL17606686M/Atonement
Erläuterungen zu Hermann Hesse  Narziß und Goldmund,Maria-Felicitas Herforth,4.5,3804417353,92,https://openlibrary.org/books/OL12928066M/Königs_Erläuterungen_und_Materialien_Bd.86_Narziß_und_Goldmund
Gertrud The Great Of Helfta: Spiritual Exercises,Gertrude the Great-Gertrud Jaron Lewis,3.2,0879074493,165,https://openlibrary.org/books/OL2042200M/Spiritual_exercises
Gertrud,Hermann Hesse,3.85,3518373900,180,https://openlibrary.org/books/OL21838796M/Gertrud
Der Prozeß,Franz Kafka,3.98,3423026448,309,https://openlibrary.org/books/OL9032046M/Der_Prozeß.
Der Prozess,Franz Kafka,3.98,0805232117,0,https://openlibrary.org/books/OL7933832M/Der_Prozess
Naokos Lächeln,Haruki Murakami-Ursula Gräfe,4.03,3442730503,416,https://openlibrary.org/books/OL9036013M/Naokos_Lächeln._Nur_eine_Liebesgeschichte.
Die unerträgliche Leichtigkeit des Seins,Milan Kundera,4.09,3596505224,301,https://openlibrary.org/books/OL9066723M/Die_unerträgliche_Leichtigkeit_des_Seins._Jubiläums-_Edition.
Die Langsamkeit,Milan Kundera,3.66,3596130883,150,https://openlibrary.org/books/OL9066122M/Die_Langsamkeit
Die Unsterblichkeit,Milan Kundera,4.13,3596106729,415,https://openlibrary.org/books/OL9065958M/Die_Unsterblichkeit._Roman
Die Unwissenheit,Milan Kundera,3.77,3596151287,179,https://openlibrary.org/books/OL9066368M/Die_Unwissenheit.
The Ruined Map,Kōbō Abe-E. Dale Saunders,3.56,0375726527,304,https://openlibrary.org/books/OL3579555M/The_ruined_map
The Woman in the Dunes,Kōbō Abe-E. Dale Saunders,3.91,0679733787,241,https://openlibrary.org/books/OL1889063M/The_woman_in_the_dunes
The Box Man,Kōbō Abe-E. Dale Saunders,3.65,0375726519,178,https://openlibrary.org/books/OL7427011M/The_Box_Man
The Face of Another,Kōbō Abe-E. Dale Saunders,3.77,0375726535,238,https://openlibrary.org/books/OL7427012M/The_Face_of_Another
Three Plays: Involuntary Homicide / The Green Stockings / The Ghost is Here,Kōbō Abe-Donald Keene,3.91,0231082819,233,https://openlibrary.org/books/OL9585827M/Three_Plays_by_Kobo_Abe
Friends,Kōbō Abe-Donald Keane,3.65,4805302380,94,https://openlibrary.org/books/OL9037809M/Friends_a_Play_By_Kobo_Abe
Secret Rendezvous,Kōbō Abe-Juliet Winters Carpenter,3.62,0375726543,192,https://openlibrary.org/books/OL7427013M/Secret_Rendezvous
Oracle Night,Paul Auster,3.78,0965913228,245,no response found
Eleanor Rigby,Douglas Coupland,3.65,1582346437,272,https://openlibrary.org/books/OL8786494M/Eleanor_Rigby
Homo Faber,Max Frisch,3.74,0156421356,228,https://openlibrary.org/books/OL1082625M/Homo_Faber
Max Frisch  Homo faber,Reinhard Meurer,2.0,3486099213,109,https://openlibrary.org/books/OL4306109M/Max_Frisch_Homo_faber
Erläuterungen Zu Max Frisch  Homo Faber,Bernd Matzkowski,3.75,3804417833,104,https://openlibrary.org/books/OL8937528M/Homo_Faber._Erläuterungen_und_Materialien._(Lernmaterialien)
Homo faber,Max Frisch,3.74,3518010875,202,https://openlibrary.org/books/OL21838058M/Homo_faber
Homo faber: Ein Bericht.,Max Frisch,3.74,3458340440,298,https://openlibrary.org/books/OL9042177M/Homo_faber._Großdruck._Ein_Bericht.
The Philosophy of Jean-Paul Sartre,Jean-Paul Sartre,3.88,1400076323,512,https://openlibrary.org/books/OL8364037M/The_Philosophy_of_Jean-Paul_Sartre
The Wall,Jean-Paul Sartre,4.08,184391400X,183,https://openlibrary.org/books/OL22622345M/WALL_TRANS._BY_ANDREW_BROWN.
Being and Nothingness,Jean-Paul Sartre-Hazel E. Barnes-Mary Warnock-Richard Eyre,3.95,0415278481,688,https://openlibrary.org/books/OL7489742M/Being_and_Nothingness
The Age of Reason,Jean-Paul Sartre,3.98,0679738959,408,https://openlibrary.org/books/OL1568200M/The_age_of_reason
The Transcendence of the Ego: An Existentialist Theory of Consciousness,Jean-Paul Sartre-Forrest Williams-Robert Kirkpatrick,3.82,0809015455,120,https://openlibrary.org/books/OL17138505M/The_transcendence_of_the_ego
No Exit and Three Other Plays,Jean-Paul Sartre-Stuart Gilbert-Lionel Abel,4.1,0679725164,275,https://openlibrary.org/books/OL20942949M/No_exit_and_three_other_plays
Die Entdeckung der Langsamkeit,Sten Nadolny,3.96,3492207006,358,https://openlibrary.org/books/OL22423441M/Die_entdeckung_der_Langsamkeit
Der Schimmelreiter,Theodor Storm,3.43,3423026189,187,https://openlibrary.org/books/OL9032028M/Der_Schimmelreiter._Berlin_1888.
Youth in Revolt: The Journals of Nick Twisp,C.D. Payne,4.02,0385481969,512,https://openlibrary.org/books/OL22741288M/Youth_in_revolt
And I Don't Want to Live This Life: A Mother's Story of Her Daughter's Murder,Deborah Spungen,4.09,0449911411,408,https://openlibrary.org/books/OL1024925M/And_I_don't_want_to_live_this_life
Flags of Our Fathers,James D. Bradley-Ron Powers,4.18,0553384155,382,https://openlibrary.org/books/OL7826651M/Flags_of_Our_Fathers
Flags of Our Fathers: A Young People's Edition,Michael R. French-Ron Powers-James D. Bradley,4.17,0440229200,224,https://openlibrary.org/books/OL22737519M/Flags_of_our_fathers
Wayside School Is Falling Down (Wayside School #2),Louis Sachar-Joel Schick,4.17,0380731509,152,https://openlibrary.org/books/OL24931218M/Wayside_School_is_falling_down
All Falling Down,Gene Zion-Margaret Bloy Graham,3.53,0437893502,32,https://openlibrary.org/books/OL10249253M/All_Falling_Down
A Long Way Down,Nick Hornby,3.42,1594481938,368,https://openlibrary.org/books/OL25228396M/Long_Way_Down
Clockwork (Cover to Cover),Philip Pullman,3.86,185549695X,0,https://openlibrary.org/books/OL8993493M/Clockwork_(Cover_to_Cover)
Mary Queen of Scots,Antonia Fraser,4.04,038531129X,568,https://openlibrary.org/books/OL3971093M/Mary_Queen_of_Scots
Mary Queen of Scots and the Murder of Lord Darnley,Alison Weir,4.03,0712664564,640,https://openlibrary.org/books/OL22815641M/Mary_Queen_of_Scots_and_the_murder_of_Lord_Darnley
Mary Queen of Scots and Her Hopeless Husbands,Margaret Simpson-Philip Reeve,3.68,043999926X,208,https://openlibrary.org/books/OL7516814M/Mary_Queen_of_Scots_and_Her_Hopeless_Husbands_(Dead_Famous)
On the Trail of Mary  Queen of Scots,J. Keith Cheetham,3.27,0946487502,192,https://openlibrary.org/books/OL6822530M/On_the_trail_of_Mary_Queen_of_Scots
River of Blue Fire (Otherland  #2),Tad Williams,4.01,0886778441,675,https://openlibrary.org/books/OL24237546M/River_of_blue_fire
Mary  Queen of Scots: Queen Without a Country,Kathryn Lasky,3.82,0439194040,202,https://openlibrary.org/books/OL3945990M/Mary_Queen_of_Scots_queen_without_a_country
Mountain of Black Glass (Otherland  #3),Tad Williams,4.05,0886779065,749,https://openlibrary.org/books/OL8196077M/Mountain_of_Black_Glass_(Otherland_Volume_3)
Sea of Silver Light (Otherland  #4),Tad Williams,4.13,1841490644,1260,https://openlibrary.org/books/OL8919951M/Otherland
River of Blue Fire (Otherland  #2),Tad Williams,4.01,1857237641,796,https://openlibrary.org/books/OL8998892M/Otherland
Mary Queen Of Scots: The Fair Devil Of Scotland,Jean Plaidy,3.98,0709148984,240,https://openlibrary.org/books/OL4926135M/Mary_Queen_of_Scots
Mary  Queen of Scots: Pride  Passion and a Kingdom Lost,Jenny Wormald,3.71,1860645887,224,https://openlibrary.org/books/OL3966628M/Mary_Queen_of_Scots
Queen of Scots: The True Life of Mary Stuart,John Guy,3.95,0618254110,581,https://openlibrary.org/books/OL24749104M/Queen_of_Scots
Otherland: The City of Golden Shadow (Otherland  #1),Tad Williams,3.91,0886777100,784,https://openlibrary.org/books/OL24772347M/City_of_golden_shadow
The Six Wives of Henry VIII,Alison Weir,4.11,0802136834,643,https://openlibrary.org/books/OL7874813M/The_Six_Wives_of_Henry_VIII
The Last Wife of Henry VIII,Carolly Erickson,3.88,0312352182,326,https://openlibrary.org/books/OL9331186M/The_Last_Wife_of_Henry_VIII
The Children of Henry VIII,Alison Weir,4.04,0345407865,385,https://openlibrary.org/books/OL17011217M/The_children_of_Henry_VIII
The Last Days of Henry VIII,Robert Hutchinson,4.14,0060837330,368,https://openlibrary.org/books/OL3424933M/The_last_days_of_Henry_VIII
The Autobiography of Henry VIII: With Notes by His Fool  Will Somers,Margaret George,4.25,0312194390,939,https://openlibrary.org/books/OL9724432M/The_autobiography_of_Henry_VIII
Henry VIII: The King and His Court,Alison Weir,4.17,034543708X,642,https://openlibrary.org/books/OL9691805M/Henry_VIII
Henry VIII (Shakespeare  Pelican),William Shakespeare-Stephen Orgel,3.55,0140714758,126,https://openlibrary.org/books/OL3946089M/The_Life_of_King_Henry_the_Eighth
Helen of Troy,Margaret George,3.92,0670037788,611,https://openlibrary.org/books/OL3432270M/Helen_of_Troy
The Memoirs of Cleopatra,Margaret George,4.18,0330353829,1139,https://openlibrary.org/books/OL9678523M/Memoirs_of_Cleopatra
Saint George and the Dragon,Margaret Hodges-Trina Schart Hyman,4.17,0316367958,32,https://openlibrary.org/books/OL9696494M/Saint_George_and_the_Dragon
Kiss Me Like a Stranger: My Search for Love and Art,Gene Wilder,3.9,0312337078,261,https://openlibrary.org/books/OL9818894M/Kiss_Me_Like_A_Stranger
The Namesake,Jhumpa Lahiri,3.98,0006551807,291,no response found
Wie ich eines schönen Morgens im April das 100%ige Mädchen sah,Haruki Murakami-Nora Bierich,3.83,3499222507,218,https://openlibrary.org/books/OL9048479M/Wie_ich_eines_schönen_Morgens_im_April_das_100_ige_Mädchen_sah.
Gefährliche Geliebte,Haruki Murakami,3.87,3442727952,218,https://openlibrary.org/books/OL9035979M/Gefährliche_Geliebte
Hard-boiled Wonderland und das Ende der Welt,Haruki Murakami,4.15,3518396978,542,https://openlibrary.org/books/OL9051217M/Hard-boiled_Wonderland_und_das_Ende_der_Welt.
The Complete Sherlock Holmes  Volume I,Arthur Conan Doyle-Kyle Freeman,4.49,1593080344,709,https://openlibrary.org/books/OL25615684M/The_Complete_Sherlock_Holmes_Volume_I
The Complete Sherlock Holmes  Volume II,Arthur Conan Doyle-Kyle Freeman,4.47,1593080409,709,no response found
The Lost World & Other Stories,Arthur Conan Doyle-Cedric Watts,4.03,1853262455,480,https://openlibrary.org/books/OL22638604M/The_lost_world
The Last of Her Kind,Sigrid Nunez,3.68,0312425945,391,https://openlibrary.org/books/OL9903260M/The_Last_of_Her_Kind
Anatomy of Love: A Natural History of Mating  Marriage  and Why We Stray,Helen Fisher,3.95,0449908976,432,https://openlibrary.org/books/OL7569023M/Anatomy_of_Love
The Devil's in the Details (A Camilla MacPhee Mystery  #4),Mary Jane Maffini,4.01,189491712X,320,https://openlibrary.org/books/OL8724310M/The_Devil's_in_the_Details
Wigfield: The Can-Do Town That Just May Not,Amy Sedaris-Stephen Colbert-Paul Dinello,3.58,1565117727,5,no response found
The Santaland Diaries and Season's Greetings,David Sedaris-Joe Mantello,4.18,0822216310,54,https://openlibrary.org/books/OL16332688M/The_Santaland_diaries_and_Season's_greetings
Jenny and the Jaws of Life: Short Stories,Jincy Willett-David Sedaris,3.74,0312306180,272,https://openlibrary.org/books/OL9773750M/Jenny_and_the_Jaws_of_Life
Dress Your Family in Corduroy and Denim,David Sedaris,4.1,0965904830,272,https://openlibrary.org/books/OL26800459M/Dress_Your_Family_in_Corduroy_and_Denim
Naked,David Sedaris,4.09,140550028X,3,https://openlibrary.org/books/OL8407545M/Naked
Venac sonetnih venaca; Puževa srma,Dobrica Erić,0.0,8644101277,222,https://openlibrary.org/books/OL422052M/Venac_sonetnih_venaca
View With a Grain of Sand: Selected Poems,Wisława Szymborska-Stanisław Barańczak-Clare Cavanagh,4.33,0156002167,214,https://openlibrary.org/books/OL1110358M/View_with_a_grain_of_sand
View with a Grain of Sand: Selected Poems,Wisława Szymborska,4.33,0571191630,214,https://openlibrary.org/books/OL16610154M/View_with_a_grain_of_sand
Poems New and Collected,Wisława Szymborska-Clare Cavanagh,4.42,0156011468,296,https://openlibrary.org/books/OL20571614M/Poems_new_and_collected_1957-1997
Sounds  Feelings  Thoughts:  Seventy Poems by Wislawa Szymborska,Wisława Szymborska-Magnus J. Kruyski,4.33,0691013802,232,https://openlibrary.org/books/OL4095534M/Sounds_feelings_thoughts
Jane Eyre,Charlotte Brontë-Michael Mason-João Gaspar Rodrigues-Mécia,4.11,0142437204,532,https://openlibrary.org/books/OL3564335M/Jane_Eyre
The Far Pavilions,M.M. Kaye,4.21,0517333414,0,https://openlibrary.org/books/OL7683973M/The_Far_Pavillions
The Far Pavilions,M.M. Kaye,4.21,055312997X,1191,https://openlibrary.org/books/OL22362975M/The_far_pavilions
Death in Kashmir,M.M. Kaye,3.95,0312263104,256,https://openlibrary.org/books/OL9703737M/Death_in_Kashmir
The Sun in the Morning: My Early Years in India and England,M.M. Kaye,4.21,0312049994,454,https://openlibrary.org/books/OL1877287M/The_sun_in_the_morning
Death in the Andamans (Death In...  #6),M.M. Kaye,3.93,0312252811,272,https://openlibrary.org/books/OL9512038M/Death_in_the_Andamans
Death in Berlin,M.M. Kaye,3.89,0312263082,272,https://openlibrary.org/books/OL9753769M/Death_in_Berlin
The Far Pavilions,M.M. Kaye,4.21,031215125X,958,https://openlibrary.org/books/OL9857321M/The_Far_Pavilions
Enchanted Evening,M.M. Kaye,4.38,0312265816,368,https://openlibrary.org/books/OL3670313M/Enchanted_evening
Pabellones lejanos,M.M. Kaye,4.21,8401302943,1152,https://openlibrary.org/books/OL13186436M/Pabellones_Lejanos_Far_Pavilions
Pathologies of Power: Health  Human Rights and the New War on the Poor,Paul Farmer-Amartya Sen,4.25,0520243269,438,https://openlibrary.org/books/OL24801216M/Pathologies_of_power
Infections and Inequalities: The Modern Plagues,Paul Farmer,4.08,0520229134,424,https://openlibrary.org/books/OL7711182M/Infections_and_Inequalities
Mountains Beyond Mountains: The Quest of Dr. Paul Farmer  a Man Who Would Cure the World,Tracy Kidder,4.22,0812973011,333,https://openlibrary.org/books/OL8021052M/Mountains_Beyond_Mountains
The Tao of Physics: An Exploration of the Parallels between Modern Physics and Eastern Mysticism,Fritjof Capra,3.97,1570625190,366,https://openlibrary.org/books/OL16966619M/The_Tao_of_physics
Dr. Mary's Monkey: How the Unsolved Murder of a Doctor  a Secret Laboratory in New Orleans and Cancer-Causing Monkey Viruses are Linked to Lee Harvey Oswald  the JFK Assassination and Emerging Global Epidemics,Edward T. Haslam-Jim Marrs,3.92,0977795306,374,https://openlibrary.org/books/OL8591820M/Dr._Mary's_Monkey
The Pleasure of Finding Things Out: The Best Short Works of Richard P. Feynman,Richard Feynman-Jeffrey Robbins-Freeman Dyson,4.25,0465023959,270,https://openlibrary.org/books/OL7593391M/The_Pleasure_Of_Finding_Things_Out
The Art of Richard P. Feynman,Michelle Feynman,4.31,2884490477,174,https://openlibrary.org/books/OL116306M/The_art_of_Richard_P._Feynman
The Early History of God: Yahweh and the Other Deities in Ancient Israel,Mark S. Smith-Patrick D. Miller,4.06,080283972X,243,https://openlibrary.org/books/OL22001906M/The_early_history_of_God
Haiti  History  and the Gods,Joan Dayan-Colin Dayan,3.95,0520213688,362,https://openlibrary.org/books/OL7710503M/Haiti_History_and_the_Gods
Acts of God: The Unnatural History of Natural Disaster in America,Ted Steinberg,3.74,0195309685,309,https://openlibrary.org/books/OL17207087M/Acts_of_God
The World's Religions,Huston Smith,4.07,0062508113,416,https://openlibrary.org/books/OL1891171M/The_World's_Religions
The Complete Idiot's Guide to World Religions,Yusuf Toropov-Luke Buckles,3.66,1592572227,405,https://openlibrary.org/books/OL3313941M/The_Complete_Idiot's_Guide_to_World_Religions
Introduction to World Religions,Christopher Partridge,3.68,0800637143,495,https://openlibrary.org/books/OL7843772M/Introduction_To_World_Religions
FDR's Folly: How Roosevelt and His New Deal Prolonged the Great Depression,Jim Powell,4.01,140005477X,352,https://openlibrary.org/books/OL23110666M/FDR's_folly
Folly (Folly Island  #1),Laurie R. King,4.02,0007111347,523,https://openlibrary.org/books/OL24746490M/Folly
Folly and Glory (The Berrybender Narratives  #4),Larry McMurtry,3.86,0743262727,358,https://openlibrary.org/books/OL7948000M/Folly_and_Glory
The Argumentative Indian: Writings on Indian History  Culture and Identity,Amartya Sen,3.8,031242602X,432,https://openlibrary.org/books/OL9547826M/The_Argumentative_Indian
Argumentative Indian: Writings On Indian History Culture And Identity,Amartya Sen,3.8,0713996870,391,https://openlibrary.org/books/OL17177486M/The_argumentative_Indian
Things to Bring  S#!t to Do: And Other Inventories of Anxiety: My Life in Lists,Karen Rizzo,3.66,1584795425,160,https://openlibrary.org/books/OL17950151M/Things_to_bring_s_!t_to_do_..._and_other_inventories_of_anxiety
Dumpy's Valentine,Julie Andrews Edwards-Emma Walton Hamilton-Tony Walton-Ruby Randig,3.33,0060885734,24,https://openlibrary.org/books/OL3402805M/Dumpy's_valentine
The Last Of The Really Great Whangdoodles,Julie Andrews Edwards,4.25,043916592X,277,https://openlibrary.org/books/OL7510648M/The_last_of_the_really_great_whangdoodles
Mandy,Julie Andrews Edwards-Johanna Westerman,4.24,0061131628,320,https://openlibrary.org/books/OL7288444M/Mandy_(Julie_Andrews_Collection)
The Last of the Really Great Whangdoodles,Julie Andrews Edwards,4.25,0060218053,209,https://openlibrary.org/books/OL5413978M/The_last_of_the_really_great_whangdoodles
Giraffes Can't Dance,Giles Andreae-Guy Parker-Rees-Hugh Laurie,4.3,1846162661,32,https://openlibrary.org/books/OL8962269M/Giraffes_Can't_Dance_(Book_CD)
The Medici Giraffe and Other Tales of Exotic Animals and Power,Marina Belozerskaya,3.52,0316525650,414,https://openlibrary.org/books/OL17864575M/The_Medici_giraffe
The Giraffe Who Was Afraid of Heights (Physical & Behavioral Adaptation),David A. Ufer-Kirsten Carlson,3.81,0976882302,32,https://openlibrary.org/books/OL8589323M/The_Giraffe_Who_Was_Afraid_of_Heights
The Hour Before the Dawn: A Novel (The Works of W. Somerset Maugham),W. Somerset Maugham,3.59,0405078129,192,https://openlibrary.org/books/OL5201179M/The_hour_before_the_dawn
Where the Red Fern Grows with Connections,Wilson Rawls-Rafe Martin-Borden Deal-Kemp P. Battle-Robert Bethke-Harold Courlander-Maya Angelou-Nicholasa Mohr-Dick Perry-John R. Erickson,4.37,0030547741,288,https://openlibrary.org/books/OL3585660M/Where_the_Red_Fern_Grows_with_Connections
Summer of the Monkeys,Wilson Rawls,4.03,0440415802,288,https://openlibrary.org/books/OL7521524M/Summer_of_the_Monkeys
Dreams from My Father: A Story of Race and Inheritance,Barack Obama,3.86,0307383415,442,https://openlibrary.org/books/OL23242291M/Dreams_from_my_father
Doctor Who: Cat's Cradle-Time's Crucible,Marc Platt,3.21,0426203658,275,https://openlibrary.org/books/OL22397289M/Cat's_cradle_time's_crucible
Doctor Who: Cat's Cradle-Witch Mark,Andrew    Hunt,3.22,0426203682,256,https://openlibrary.org/books/OL7506178M/Cat's_Cradle
Doctor Who: Cat's Cradle-Warhead,Andrew Cartmel,3.52,0426203674,262,https://openlibrary.org/books/OL7506177M/Cat's_Cradle
He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,Greg Behrendt-Liz Tuccillo,3.66,141694740X,208,https://openlibrary.org/books/OL18841250M/He's_just_not_that_into_you
Do Not Open This Book,Michaela Muntean-Pascal Lemaître,3.89,0439698391,40,https://openlibrary.org/books/OL3394523M/Do_not_open_this_book
Not Your Mother's Slow Cooker Cookbook,Beth Hensperger-Julie Kaufmann,3.78,1558322450,520,https://openlibrary.org/books/OL8604898M/Not_Your_Mother's_Slow_Cooker_Cookbook
Hands Are Not for Hitting (Ages 4-7),Martine Agassi-Marieka Heinlen,4.03,1575420775,35,https://openlibrary.org/books/OL8744661M/Hands_Are_Not_for_Hitting
Not So Big House,Sarah Susanka-Kira Obolensky,4.07,1561583766,208,https://openlibrary.org/books/OL8636703M/The_Not_So_Big_House
Rodinsky's Room,Rachel Lichtenstein-Iain Sinclair,3.88,1862073295,362,no response found
Cuba,Brendan Sainsbury-Lonely Planet,3.91,174059746X,520,https://openlibrary.org/books/OL23084206M/Cuba.
The Rough Guide to Cuba 3,Fiona McAuslan-Matthew  Norman,3.78,1843534096,640,https://openlibrary.org/books/OL23009016M/Cuba
Cuba (Lonely Planet Country Guide),Lonely Planet-Conner Gorry-David Stanley,3.91,1740591208,448,https://openlibrary.org/books/OL24768239M/Cuba
Cuba: A New History,Richard Gott,4.06,0300111142,384,https://openlibrary.org/books/OL9804374M/Cuba
Cuba 15,Nancy Osa,3.45,0385732333,304,https://openlibrary.org/books/OL7441980M/Cuba_15
Cuba (Jake Grafton #7),Stephen Coonts,3.81,0312971397,461,https://openlibrary.org/books/OL9900207M/Cuba_(A_Jake_Grafton_Novel)
The Memory Keeper's Daughter,Kim Edwards,3.65,0143037145,401,https://openlibrary.org/books/OL14447168M/The_Memory_Keeper's_Daughter
Ballet Shoes (Shoes  #1),Noel Streatfeild-Diane Goode,4.07,0679847596,233,https://openlibrary.org/books/OL2202646M/Ballet_shoes
Too Far to Go: The Maples Stories,John Updike,4.02,0449200167,256,https://openlibrary.org/books/OL18354634M/Too_far_to_go
Far to Go (Margaret Thursday  #2),Noel Streatfeild,3.8,0440424941,161,https://openlibrary.org/books/OL7521760M/Far_to_Go
The Children on the Top Floor,Noel Streatfeild,3.78,0440412242,180,https://openlibrary.org/books/OL7521376M/The_Children_on_the_Top_Floor
Desolation Angels,Jack Kerouac-Joyce Johnson,3.92,1573225053,432,https://openlibrary.org/books/OL788709M/Desolation_angels
Door Wide Open: A Beat Love Affair in Letters  1957-1958,Jack Kerouac-Joyce Johnson,3.82,0141001879,232,https://openlibrary.org/books/OL7357981M/Door_Wide_Open
